"Recipient Type","Recipient Name","Nit o Identificacion","Workplace","Specialty","Categoria de la Transferencia","Date of Provision","Place","Purpose","Details","Amount (COP)"
"HCP","Dr. Salome Uribe","CC-1481778623","Hospital Departamental de Villavicencio","Neurología","VIAJES","2026-03-09","Villavicencio","Gastos de viáticos internacionales","Factura CO-20260309-741",2627387
"HCP","Dr. Daniel Perez","CC-1097334670","Hospital Universitario San Ignacio (Bogotá)","Ginecología","REUNIONES","2026-02-27","Bogotá","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260227-742",719382
"HCP","Dr. Mateo Jimenez","CC-1808311048","Clínica Imbanaco (Cali)","Medicina Interna","VIAJES","2026-05-16","Cali","Alojamiento en hotel para convención científica","Factura CO-20260516-743",544097
"HCP","Dr. Felipe Castro","CC-1163203537","Fundación Santa Fe de Bogotá","Pediatría","REUNIONES","2026-02-14","Bogotá","Inscripción a simposio nacional de cardiología","Factura CO-20260214-744",332672
"HCP","Dr. Mauricio Romero","CE-836089","Clínica Portoazul (Barranquilla)","Dermatología","VIAJES","2026-04-11","Barranquilla","Gastos de traslado aéreo a congreso médico","Factura CO-20260411-745",3776223
"HCP","Dr. Mauricio Castro","CC-1096155986","Hospital Pablo Tobón Uribe (Medellín)","Medicina Interna","HONORARIOS","2026-04-16","Medellín","Docencia en conferencia regional de salud","Factura CO-20260416-746",1944999
"HCP","Dr. Diana Uribe","CC-1373698939","Hospital Universitario San Ignacio (Bogotá)","Pediatría","REUNIONES","2026-05-03","Bogotá","Inscripción a simposio nacional de cardiología","Factura CO-20260503-747",789996
"HCP","Dr. Mauricio Romero","CC-1413315065","Hospital Pablo Tobón Uribe (Medellín)","Cirugía General","DONACIONES","2026-04-15","Medellín","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260415-748",1927543
"INSTITUTION","Hospital Universitario San Ignacio (Bogotá)","NIT-676225065-0","","","HONORARIOS","2026-05-07","Medellín","Contrato de advisory board farmacéutico","Factura CO-20260507-749",2704000
"HCP","Dr. Mariana Rojas","CC-1393773899","Clínica Portoazul (Barranquilla)","Neurología","HONORARIOS","2026-02-28","Barranquilla","Servicios de consultoría médica especializada","Factura CO-20260228-750",1079453
"INSTITUTION","Clínica Imbanaco (Cali)","NIT-337411504-9","","","VIAJES","2026-05-14","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260514-751",2348594
"HCP","Dr. Camila Echeverri","CC-1340571376","Hospital Universitario San Ignacio (Bogotá)","Dermatología","REUNIONES","2026-03-27","Bogotá","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260327-752",317597
"HCP","Dr. Alejandro Bermudez","CC-1654507291","Clínica Valle del Lili (Cali)","Radiología","REUNIONES","2026-02-08","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260208-753",467998
"HCP","Dr. Andres Bermudez","CC-1370926875","Hospital Universitario San Ignacio (Bogotá)","Ginecología","REUNIONES","2026-05-03","Bogotá","Participación en mesa redonda de oncología","Factura CO-20260503-754",123964
"INSTITUTION","Fundación Cardioinfantil (Bogotá)","NIT-321740400-0","","","VIAJES","2026-05-17","Bogotá","Gastos de traslado aéreo a congreso médico","Factura CO-20260517-755",1780284
"HCP","Dr. Claudia Rodriguez","CE-596182","Clínica Foscal (Bucaramanga)","Radiología","REUNIONES","2026-03-03","Bucaramanga","Participación en mesa redonda de oncología","Factura CO-20260303-756",693600
"HCP","Dr. Patricia Munoz","CC-1886245302","Hospital Departamental de Villavicencio","Oncología","REUNIONES","2026-05-15","Villavicencio","Participación en mesa redonda de oncología","Factura CO-20260515-757",415901
"HCP","Dr. Salome Perez","CC-1028392735","Clínica Valle del Lili (Cali)","Radiología","HONORARIOS","2026-03-25","Cali","Docencia en conferencia regional de salud","Factura CO-20260325-758",702338
"HCP","Dr. Jorge Rodriguez","CC-1739501140","Fundación Cardioinfantil (Bogotá)","Neurología","HONORARIOS","2026-04-19","Bogotá","Contrato de advisory board farmacéutico","Factura CO-20260419-759",3744012
"HCP","Dr. Carolina Lopez","CC-1387433886","Fundación Cardioinfantil (Bogotá)","Neurología","VIAJES","2026-04-13","Bogotá","Alojamiento en hotel para convención científica","Factura CO-20260413-760",682809
"HCP","Dr. Patricia Uribe","CC-1043382166","Clínica Valle del Lili (Cali)","Dermatología","VIAJES","2026-05-18","Cali","Alojamiento en hotel para convención científica","Factura CO-20260518-761",598941
"HCP","Dr. Luciana Rodriguez","CC-1292919796","Clínica Valle del Lili (Cali)","Ginecología","HONORARIOS","2026-03-15","Cali","Servicios de consultoría médica especializada","Factura CO-20260315-762",2878138
"HCP","Dr. Gabriela Montoya","CC-1863540150","Clínica Imbanaco (Cali)","Medicina Interna","DONACIONES","2026-03-26","Cali","Aporte liberal para centro de investigación pública","Factura CO-20260326-763",19660593
"HCP","Dr. Camila Sanchez","CC-1845035117","Clínica Imbanaco (Cali)","Dermatología","REUNIONES","2026-03-29","Cali","Participación en mesa redonda de oncología","Factura CO-20260329-764",542336
"HCP","Dr. Alejandro Romero","CC-1145232499","Fundación Santa Fe de Bogotá","Anestesiología","HONORARIOS","2026-04-03","Bogotá","Asesoría científica en junta médica","Factura CO-20260403-765",1236996
"INSTITUTION","Fundación Cardioinfantil (Bogotá)","NIT-297653737-9","","","REUNIONES","2026-04-24","Cali","Inscripción a simposio nacional de cardiología","Factura CO-20260424-766",319745
"HCP","Dr. Juan Echeverri","CC-1627053944","Clínica Valle del Lili (Cali)","Medicina Interna","DONACIONES","2026-05-13","Cali","Donación de equipo ecográfico portátil","Factura CO-20260513-767",21062840
"HCP","Dr. Daniel Salazar","CC-1316862297","Fundación Santa Fe de Bogotá","Ginecología","REUNIONES","2026-02-14","Bogotá","Inscripción a simposio nacional de cardiología","Factura CO-20260214-768",710549
"HCP","Dr. Claudia Ruiz","CE-722680","Clínica Imbanaco (Cali)","Oncología","VIAJES","2026-01-25","Cali","Gastos de traslado aéreo a congreso médico","Factura CO-20260125-769",2018400
"HCP","Dr. Sofia Sanchez","CC-1874722960","Hospital Departamental de Villavicencio","Radiología","VIAJES","2026-04-23","Villavicencio","Alojamiento en hotel para convención científica","Factura CO-20260423-770",3780706
"HCP","Dr. Daniel Gaviria","CC-1753276451","Hospital Pablo Tobón Uribe (Medellín)","Cardiología","VIAJES","2026-04-02","Medellín","Gastos de traslado aéreo a congreso médico","Factura CO-20260402-771",445448
"INSTITUTION","Hospital Departamental de Villavicencio","NIT-253166137-4","","","VIAJES","2026-04-28","Cali","Gastos de traslado aéreo a congreso médico","Factura CO-20260428-772",1039075
"INSTITUTION","Fundación Cardioinfantil (Bogotá)","NIT-216948438-7","","","HONORARIOS","2026-02-17","Bogotá","Asesoría científica en junta médica","Factura CO-20260217-773",378308
"INSTITUTION","Hospital Pablo Tobón Uribe (Medellín)","NIT-122693454-5","","","DONACIONES","2026-04-01","Cali","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260401-774",22056497
"HCP","Dr. Isabella Hernandez","CC-1174515753","Hospital Pablo Tobón Uribe (Medellín)","Oncología","DONACIONES","2026-04-26","Medellín","Beca de estudio científico institucional","Factura CO-20260426-775",7889089
"HCP","Dr. Mauricio Lopez","CE-708494","Clínica Imbanaco (Cali)","Neurología","HONORARIOS","2026-02-09","Cali","Contrato de advisory board farmacéutico","Factura CO-20260209-776",973887
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-478193160-0","","","REUNIONES","2026-02-11","Medellín","Inscripción a simposio nacional de cardiología","Factura CO-20260211-777",397856
"HCP","Dr. Andres Restrepo","CC-1107461356","Clínica Foscal (Bucaramanga)","Neurología","VIAJES","2026-05-22","Bucaramanga","Gastos de viáticos internacionales","Factura CO-20260522-778",3292409
"INSTITUTION","Clínica Valle del Lili (Cali)","NIT-535814899-9","","","DONACIONES","2026-03-09","Cali","Beca de estudio científico institucional","Factura CO-20260309-779",2423867
"HCP","Dr. Gabriela Gomez","CC-1252668633","Fundación Cardioinfantil (Bogotá)","Medicina Interna","HONORARIOS","2026-04-04","Bogotá","Asesoría científica en junta médica","Factura CO-20260404-780",818121
"HCP","Dr. Salome Rodriguez","CC-1872552367","Clínica Portoazul (Barranquilla)","Cardiología","HONORARIOS","2026-05-12","Barranquilla","Asesoría científica en junta médica","Factura CO-20260512-781",926191
"HCP","Dr. Gustavo Alvarez","CC-1457392868","Hospital Pablo Tobón Uribe (Medellín)","Oncología","DONACIONES","2026-05-06","Medellín","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260506-782",23328074
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-176301524-6","","","DONACIONES","2026-04-10","Bogotá","Aporte liberal para centro de investigación pública","Factura CO-20260410-783",15642229
"INSTITUTION","Hospital Universitario San Ignacio (Bogotá)","NIT-942329888-2","","","VIAJES","2026-03-27","Bogotá","Gastos de viáticos internacionales","Factura CO-20260327-784",1222837
"HCP","Dr. Salome Echeverri","CC-1020221036","Hospital General de Medellín","Pediatría","HONORARIOS","2026-04-05","Medellín","Docencia en conferencia regional de salud","Factura CO-20260405-785",4426888
"HCP","Dr. Gabriela Castro","CC-1772496658","Hospital General de Medellín","Anestesiología","HONORARIOS","2026-05-20","Medellín","Asesoría científica en junta médica","Factura CO-20260520-786",4521879
"HCP","Dr. Alvaro Sanchez","CC-1563782888","Hospital General de Medellín","Ginecología","REUNIONES","2026-02-20","Medellín","Inscripción a simposio nacional de cardiología","Factura CO-20260220-787",755592
"HCP","Dr. Santiago Jimenez","CC-1785959550","Fundación Cardioinfantil (Bogotá)","Radiología","DONACIONES","2026-02-22","Bogotá","Beca de estudio científico institucional","Factura CO-20260222-788",20628896
"INSTITUTION","Fundación Santa Fe de Bogotá","NIT-206342614-9","","","DONACIONES","2026-03-16","Cali","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260316-789",2351214
"HCP","Dr. Felipe Lopez","CC-1573034184","Clínica Portoazul (Barranquilla)","Neurología","VIAJES","2026-03-02","Barranquilla","Gastos de viáticos internacionales","Factura CO-20260302-790",2985791
"HCP","Dr. Mateo Velasquez","CE-437687","Hospital General de Medellín","Pediatría","VIAJES","2026-05-05","Medellín","Gastos de traslado aéreo a congreso médico","Factura CO-20260505-791",1115298
"HCP","Dr. Gabriela Alvarez","CC-1479020637","Hospital Pablo Tobón Uribe (Medellín)","Ginecología","REUNIONES","2026-05-02","Medellín","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260502-792",526503
"HCP","Dr. Santiago Gomez","CC-1202370470","Clínica Portoazul (Barranquilla)","Pediatría","REUNIONES","2026-02-23","Barranquilla","Inscripción a simposio nacional de cardiología","Factura CO-20260223-793",794555
"INSTITUTION","Hospital General de Medellín","NIT-473845086-2","","","REUNIONES","2026-03-28","Bogotá","Participación en mesa redonda de oncología","Factura CO-20260328-794",207767
"HCP","Dr. Patricia Echeverri","CC-1873758209","Clínica Portoazul (Barranquilla)","Pediatría","DONACIONES","2026-02-24","Barranquilla","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260224-795",23219966
"HCP","Dr. Daniela Torres","CC-1052191791","Clínica Portoazul (Barranquilla)","Medicina Interna","HONORARIOS","2026-05-11","Barranquilla","Contrato de advisory board farmacéutico","Factura CO-20260511-796",1093101
"HCP","Dr. Daniel Munoz","CC-1656349810","Clínica Foscal (Bucaramanga)","Dermatología","VIAJES","2026-05-17","Bucaramanga","Gastos de viáticos internacionales","Factura CO-20260517-797",1278141
"INSTITUTION","Clínica Portoazul (Barranquilla)","NIT-381056748-5","","","DONACIONES","2026-05-20","Bogotá","Donación de equipo ecográfico portátil","Factura CO-20260520-798",11696706
"HCP","Dr. Carlos Rodriguez","CC-1352771412","Clínica Valle del Lili (Cali)","Cirugía General","VIAJES","2026-05-01","Cali","Gastos de traslado aéreo a congreso médico","Factura CO-20260501-799",1155377
"HCP","Dr. Juan Torres","CC-1121831303","Clínica Valle del Lili (Cali)","Cardiología","VIAJES","2026-02-04","Cali","Gastos de viáticos internacionales","Factura CO-20260204-800",904379
"HCP","Dr. Daniela Ochoa","CC-1384959562","Clínica Foscal (Bucaramanga)","Anestesiología","VIAJES","2026-02-28","Bucaramanga","Gastos de traslado aéreo a congreso médico","Factura CO-20260228-801",2173764
"HCP","Dr. Jorge Lopez","CC-1453431268","Clínica Valle del Lili (Cali)","Ginecología","VIAJES","2026-04-02","Cali","Alojamiento en hotel para convención científica","Factura CO-20260402-802",1748118
"INSTITUTION","Clínica Imbanaco (Cali)","NIT-534026877-3","","","REUNIONES","2026-04-07","Barranquilla","Inscripción a simposio nacional de cardiología","Factura CO-20260407-803",474682
"HCP","Dr. Diana Hernandez","CE-844624","Fundación Santa Fe de Bogotá","Pediatría","DONACIONES","2026-04-14","Bogotá","Beca de estudio científico institucional","Factura CO-20260414-804",1193367
"HCP","Dr. Sebastian Moreno","CC-1900429214","Clínica Imbanaco (Cali)","Ginecología","REUNIONES","2026-02-06","Cali","Inscripción a simposio nacional de cardiología","Factura CO-20260206-805",298177
"HCP","Dr. Daniela Gomez","CC-1434737678","Clínica Imbanaco (Cali)","Cirugía General","HONORARIOS","2026-03-29","Cali","Servicios de consultoría médica especializada","Factura CO-20260329-806",1151422
"HCP","Dr. Jorge Gomez","CC-1198827159","Fundación Santa Fe de Bogotá","Cardiología","HONORARIOS","2026-04-03","Bogotá","Contrato de advisory board farmacéutico","Factura CO-20260403-807",582671
"HCP","Dr. Luis Velasquez","CC-1865780355","Hospital Departamental de Villavicencio","Anestesiología","VIAJES","2026-04-15","Villavicencio","Alojamiento en hotel para convención científica","Factura CO-20260415-808",947173
"HCP","Dr. Sofia Rodriguez","CE-668932","Fundación Santa Fe de Bogotá","Ginecología","VIAJES","2026-03-14","Bogotá","Alojamiento en hotel para convención científica","Factura CO-20260314-809",619039
"HCP","Dr. Daniel Rodriguez","CC-1696558616","Hospital Universitario San Ignacio (Bogotá)","Pediatría","REUNIONES","2026-02-07","Bogotá","Participación en mesa redonda de oncología","Factura CO-20260207-810",226954
"HCP","Dr. Salome Martinez","CC-1531771131","Clínica Valle del Lili (Cali)","Anestesiología","DONACIONES","2026-05-24","Cali","Beca de estudio científico institucional","Factura CO-20260524-811",9106179
"HCP","Dr. Jorge Restrepo","CC-1202324142","Hospital General de Medellín","Neurología","VIAJES","2026-05-21","Medellín","Gastos de viáticos internacionales","Factura CO-20260521-812",300987
"HCP","Dr. Sofia Uribe","CC-1255824998","Fundación Santa Fe de Bogotá","Ginecología","HONORARIOS","2026-05-06","Bogotá","Contrato de advisory board farmacéutico","Factura CO-20260506-813",4533326
"HCP","Dr. Natalia Vargas","CC-1359997937","Hospital Pablo Tobón Uribe (Medellín)","Cardiología","VIAJES","2026-02-13","Medellín","Alojamiento en hotel para convención científica","Factura CO-20260213-814",3219249
"INSTITUTION","Clínica Foscal (Bucaramanga)","NIT-952397442-8","","","REUNIONES","2026-03-16","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260316-815",99641
"HCP","Dr. Alvaro Rojas","CC-1463128118","Hospital Departamental de Villavicencio","Dermatología","REUNIONES","2026-02-06","Villavicencio","Participación en mesa redonda de oncología","Factura CO-20260206-816",130382
"HCP","Dr. Luis Restrepo","CC-1600049685","Hospital General de Medellín","Cirugía General","DONACIONES","2026-05-22","Medellín","Donación de equipo ecográfico portátil","Factura CO-20260522-817",20754640
"HCP","Dr. Juan Ochoa","CC-1898811382","Hospital General de Medellín","Ginecología","HONORARIOS","2026-03-22","Medellín","Docencia en conferencia regional de salud","Factura CO-20260322-818",1389672
"INSTITUTION","Fundación Santa Fe de Bogotá","NIT-120715345-9","","","REUNIONES","2026-04-17","Cali","Inscripción a simposio nacional de cardiología","Factura CO-20260417-819",288942
"HCP","Dr. Diana Romero","CC-1544434624","Hospital Pablo Tobón Uribe (Medellín)","Radiología","DONACIONES","2026-02-12","Medellín","Donación de equipo ecográfico portátil","Factura CO-20260212-820",11494548
"INSTITUTION","Clínica Imbanaco (Cali)","NIT-780040742-8","","","HONORARIOS","2026-03-08","Bogotá","Asesoría científica en junta médica","Factura CO-20260308-821",1955473
"HCP","Dr. Isabella Gutierrez","CC-1409671351","Clínica Portoazul (Barranquilla)","Neurología","DONACIONES","2026-05-03","Barranquilla","Aporte liberal para centro de investigación pública","Factura CO-20260503-822",2415107
"HCP","Dr. Mariana Gutierrez","CC-1842699965","Fundación Cardioinfantil (Bogotá)","Medicina Interna","DONACIONES","2026-05-05","Bogotá","Beca de estudio científico institucional","Factura CO-20260505-823",20123998
"HCP","Dr. Sebastian Velasquez","CC-1137499805","Hospital Pablo Tobón Uribe (Medellín)","Oncología","REUNIONES","2026-03-20","Medellín","Participación en mesa redonda de oncología","Factura CO-20260320-824",458394
"HCP","Dr. Jorge Vargas","CC-1747144714","Fundación Santa Fe de Bogotá","Cardiología","REUNIONES","2026-03-29","Bogotá","Participación en mesa redonda de oncología","Factura CO-20260329-825",798669
"HCP","Dr. Diana Ruiz","CC-1049393992","Hospital General de Medellín","Dermatología","VIAJES","2026-02-14","Medellín","Gastos de traslado aéreo a congreso médico","Factura CO-20260214-826",3510586
"HCP","Dr. Daniela Velasquez","CC-1494475951","Clínica Portoazul (Barranquilla)","Cardiología","HONORARIOS","2026-03-10","Barranquilla","Asesoría científica en junta médica","Factura CO-20260310-827",853104
"HCP","Dr. Daniela Gonzalez","CC-1439165626","Clínica Portoazul (Barranquilla)","Cardiología","VIAJES","2026-02-13","Barranquilla","Alojamiento en hotel para convención científica","Factura CO-20260213-828",616027
"HCP","Dr. Isabella Gutierrez","CC-1783962257","Fundación Santa Fe de Bogotá","Ginecología","DONACIONES","2026-02-21","Bogotá","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260221-829",4683672
"INSTITUTION","Hospital Universitario San Ignacio (Bogotá)","NIT-521799057-4","","","HONORARIOS","2026-04-26","Cali","Asesoría científica en junta médica","Factura CO-20260426-830",4089935
"HCP","Dr. Nicolas Alvarez","CE-461975","Clínica Valle del Lili (Cali)","Cardiología","REUNIONES","2026-02-23","Cali","Inscripción a simposio nacional de cardiología","Factura CO-20260223-831",841961
"HCP","Dr. Mariana Romero","CE-537911","Clínica Foscal (Bucaramanga)","Dermatología","DONACIONES","2026-04-24","Bucaramanga","Aporte liberal para centro de investigación pública","Factura CO-20260424-832",9076449
"HCP","Dr. Isabella Gutierrez","CC-1274150743","Hospital Departamental de Villavicencio","Radiología","DONACIONES","2026-05-08","Villavicencio","Aporte liberal para centro de investigación pública","Factura CO-20260508-833",13705401
"HCP","Dr. Sofia Moreno","CC-1564314815","Fundación Santa Fe de Bogotá","Radiología","REUNIONES","2026-05-01","Bogotá","Inscripción a simposio nacional de cardiología","Factura CO-20260501-834",272987
"INSTITUTION","Clínica Valle del Lili (Cali)","NIT-416389014-3","","","VIAJES","2026-05-12","Cali","Gastos de traslado aéreo a congreso médico","Factura CO-20260512-835",488691
"HCP","Dr. Carolina Lopez","CC-1648146334","Clínica Foscal (Bucaramanga)","Neurología","DONACIONES","2026-05-09","Bucaramanga","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260509-836",18265828
"HCP","Dr. Daniela Gomez","CC-1402235723","Hospital Departamental de Villavicencio","Pediatría","VIAJES","2026-03-09","Villavicencio","Gastos de traslado aéreo a congreso médico","Factura CO-20260309-837",3892622
"HCP","Dr. Sebastian Restrepo","CC-1208051805","Fundación Cardioinfantil (Bogotá)","Oncología","VIAJES","2026-04-26","Bogotá","Gastos de viáticos internacionales","Factura CO-20260426-838",3487167
"INSTITUTION","Hospital Departamental de Villavicencio","NIT-659719352-8","","","HONORARIOS","2026-04-23","Villavicencio","Asesoría científica en junta médica","Factura CO-20260423-839",1649521
"HCP","Dr. Mauricio Hernandez","CC-1011800281","Hospital General de Medellín","Medicina Interna","DONACIONES","2026-03-15","Medellín","Beca de estudio científico institucional","Factura CO-20260315-840",2204915
"HCP","Dr. Camila Hernandez","CC-1487940177","Clínica Imbanaco (Cali)","Cirugía General","REUNIONES","2026-05-08","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260508-841",834842
"HCP","Dr. Mariana Velasquez","CC-1350057704","Hospital Pablo Tobón Uribe (Medellín)","Oncología","DONACIONES","2026-04-17","Medellín","Beca de estudio científico institucional","Factura CO-20260417-842",11098499
"HCP","Dr. Natalia Castro","CC-1071911960","Clínica Valle del Lili (Cali)","Cardiología","VIAJES","2026-02-12","Cali","Gastos de traslado aéreo a congreso médico","Factura CO-20260212-843",1231797
"HCP","Dr. Daniela Ortiz","CC-1122743227","Clínica Valle del Lili (Cali)","Radiología","REUNIONES","2026-02-24","Cali","Participación en mesa redonda de oncología","Factura CO-20260224-844",472410
"INSTITUTION","Hospital Departamental de Villavicencio","NIT-476156375-3","","","HONORARIOS","2026-03-01","Villavicencio","Contrato de advisory board farmacéutico","Factura CO-20260301-845",4129982
"HCP","Dr. Carolina Ruiz","CE-455118","Clínica Foscal (Bucaramanga)","Medicina Interna","DONACIONES","2026-01-30","Bucaramanga","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260130-846",8138680
"HCP","Dr. Sebastian Restrepo","CC-1881089554","Clínica Foscal (Bucaramanga)","Dermatología","REUNIONES","2026-04-18","Bucaramanga","Inscripción a simposio nacional de cardiología","Factura CO-20260418-847",702193
"HCP","Dr. Santiago Romero","CC-1490475195","Hospital Universitario San Ignacio (Bogotá)","Oncología","HONORARIOS","2026-04-26","Bogotá","Asesoría científica en junta médica","Factura CO-20260426-848",484430
"HCP","Dr. Natalia Restrepo","CC-1183771065","Fundación Santa Fe de Bogotá","Radiología","DONACIONES","2026-03-02","Bogotá","Aporte liberal para centro de investigación pública","Factura CO-20260302-849",4294547
"INSTITUTION","Hospital Universitario San Ignacio (Bogotá)","NIT-941178048-4","","","DONACIONES","2026-02-14","Barranquilla","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260214-850",11806617
"HCP","Dr. Felipe Vargas","CC-1059699900","Hospital Departamental de Villavicencio","Cirugía General","DONACIONES","2026-02-12","Villavicencio","Aporte liberal para centro de investigación pública","Factura CO-20260212-851",24249285
"HCP","Dr. Patricia Munoz","CC-1718958724","Fundación Santa Fe de Bogotá","Radiología","VIAJES","2026-04-25","Bogotá","Gastos de viáticos internacionales","Factura CO-20260425-852",451076
"HCP","Dr. Mateo Jimenez","CC-1356681400","Fundación Cardioinfantil (Bogotá)","Anestesiología","HONORARIOS","2026-01-25","Bogotá","Asesoría científica en junta médica","Factura CO-20260125-853",2878981
"HCP","Dr. Daniela Lopez","CC-1244215458","Clínica Portoazul (Barranquilla)","Medicina Interna","REUNIONES","2026-05-24","Barranquilla","Participación en mesa redonda de oncología","Factura CO-20260524-854",584972
"HCP","Dr. Luciana Moreno","CE-330221","Clínica Portoazul (Barranquilla)","Anestesiología","REUNIONES","2026-01-27","Barranquilla","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260127-855",834305
"HCP","Dr. Isabella Rojas","CE-551254","Clínica Valle del Lili (Cali)","Medicina Interna","REUNIONES","2026-05-10","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260510-856",69842
"HCP","Dr. Luis Sanchez","CC-1667325938","Hospital Pablo Tobón Uribe (Medellín)","Medicina Interna","DONACIONES","2026-02-12","Medellín","Beca de estudio científico institucional","Factura CO-20260212-857",3283210
"INSTITUTION","Fundación Cardioinfantil (Bogotá)","NIT-640749108-5","","","VIAJES","2026-05-18","Bucaramanga","Gastos de viáticos internacionales","Factura CO-20260518-858",3340367
"HCP","Dr. Sofia Munoz","CC-1037925920","Clínica Imbanaco (Cali)","Pediatría","VIAJES","2026-03-28","Cali","Gastos de viáticos internacionales","Factura CO-20260328-859",1238074
"HCP","Dr. Felipe Velasquez","CC-1456033307","Clínica Valle del Lili (Cali)","Ginecología","REUNIONES","2026-03-18","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260318-860",796722
"HCP","Dr. Camila Rodriguez","CC-1356235512","Fundación Santa Fe de Bogotá","Neurología","DONACIONES","2026-05-10","Bogotá","Donación de equipo ecográfico portátil","Factura CO-20260510-861",3678536
"HCP","Dr. Valeria Gutierrez","CC-1574073549","Clínica Portoazul (Barranquilla)","Oncología","HONORARIOS","2026-04-19","Barranquilla","Contrato de advisory board farmacéutico","Factura CO-20260419-862",3319553
"HCP","Dr. Diana Romero","CE-369287","Clínica Foscal (Bucaramanga)","Pediatría","DONACIONES","2026-03-29","Bucaramanga","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260329-863",7226801
"HCP","Dr. Nicolas Bermudez","CC-1477869465","Fundación Cardioinfantil (Bogotá)","Anestesiología","VIAJES","2026-05-21","Bogotá","Gastos de viáticos internacionales","Factura CO-20260521-864",392290
"INSTITUTION","Hospital Departamental de Villavicencio","NIT-133113046-4","","","DONACIONES","2026-04-28","Barranquilla","Donación de equipo ecográfico portátil","Factura CO-20260428-865",8073047
"HCP","Dr. Mariana Gutierrez","CC-1873021579","Hospital General de Medellín","Anestesiología","REUNIONES","2026-04-06","Medellín","Inscripción a simposio nacional de cardiología","Factura CO-20260406-866",314166
"INSTITUTION","Hospital Pablo Tobón Uribe (Medellín)","NIT-817782947-6","","","HONORARIOS","2026-04-01","Cali","Asesoría científica en junta médica","Factura CO-20260401-867",1271369
"HCP","Dr. Mateo Velasquez","CC-1179499202","Clínica Valle del Lili (Cali)","Cirugía General","REUNIONES","2026-04-08","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260408-868",235565
"HCP","Dr. Claudia Alvarez","CC-1290448464","Hospital Pablo Tobón Uribe (Medellín)","Ginecología","HONORARIOS","2026-04-14","Medellín","Docencia en conferencia regional de salud","Factura CO-20260414-869",801611
"HCP","Dr. Felipe Ortiz","CC-1452387266","Clínica Foscal (Bucaramanga)","Medicina Interna","DONACIONES","2026-04-05","Bucaramanga","Erogación de insumos médicos para cuidado intensivo","Factura CO-20260405-870",2792582
"HCP","Dr. Daniela Echeverri","CE-793475","Clínica Portoazul (Barranquilla)","Radiología","DONACIONES","2026-05-09","Barranquilla","Donación de equipo ecográfico portátil","Factura CO-20260509-871",6476931
"HCP","Dr. Carlos Ortiz","CC-1354145821","Fundación Cardioinfantil (Bogotá)","Cardiología","DONACIONES","2026-03-27","Bogotá","Beca de estudio científico institucional","Factura CO-20260327-872",20660309
"HCP","Dr. Santiago Munoz","CC-1146522310","Clínica Foscal (Bucaramanga)","Dermatología","HONORARIOS","2026-03-06","Bucaramanga","Asesoría científica en junta médica","Factura CO-20260306-873",224363
"HCP","Dr. Carlos Restrepo","CC-1474736582","Clínica Foscal (Bucaramanga)","Radiología","HONORARIOS","2026-05-11","Bucaramanga","Servicios de consultoría médica especializada","Factura CO-20260511-874",297657
"HCP","Dr. Alvaro Romero","CC-1727115187","Hospital Departamental de Villavicencio","Anestesiología","REUNIONES","2026-03-07","Villavicencio","Inscripción a simposio nacional de cardiología","Factura CO-20260307-875",791879
"HCP","Dr. Isabella Moreno","CC-1252154411","Hospital Universitario San Ignacio (Bogotá)","Cirugía General","DONACIONES","2026-01-28","Bogotá","Beca de estudio científico institucional","Factura CO-20260128-876",17411958
"HCP","Dr. Nicolas Uribe","CC-1857689091","Fundación Cardioinfantil (Bogotá)","Cardiología","REUNIONES","2026-03-09","Bogotá","Participación en mesa redonda de oncología","Factura CO-20260309-877",204409
"HCP","Dr. Luis Restrepo","CE-193746","Clínica Valle del Lili (Cali)","Medicina Interna","REUNIONES","2026-04-05","Cali","Almuerzo de trabajo clínico inter-institucional","Factura CO-20260405-878",406126
"HCP","Dr. Sebastian Rodriguez","CC-1898064449","Hospital General de Medellín","Anestesiología","DONACIONES","2026-03-13","Medellín","Aporte liberal para centro de investigación pública","Factura CO-20260313-879",10614414
