"Recipient Type","Recipient Name","Codice Fiscale","Struttura","Specializzazione","Tipologia","Data","Place","Oggetto","Dettagli","Amount"
"HCP","Dr. Andrea Russo","RSSNDR53E15F205H","Ospedale Civile di Padova","Chirurgia Generale","CONVENZIONI","2026-03-06","Genova","Incarico di docenza per seminario","Fattura IT-20260306-761",1625
"HCP","Dr. Lorenzo Marino","MRNLRN64T27F205H","Ospedale San Raffaele (Milano)","Oncologia","PRESENTATION","2026-01-30","Firenze","Briefing scientifico aziendale","Fattura IT-20260130-762",800
"HCP","Dr. Alessandro Fontana","FNTLSS67D16F205H","Ospedale Cardarelli (Napoli)","Pediatria","PRESENTATION","2026-01-12","Bari","Briefing scientifico aziendale","Fattura IT-20260112-763",418
"HCP","Dr. Matteo Fontana","FNTMTT60P15F205H","Ospedale Cardarelli (Napoli)","Anestesiologia","CONSULTANCY","2026-01-08","Bari","Consulenza tecnica di prodotto","Fattura IT-20260108-764",756
"HCP","Dr. Marco Rossi","RSSMRC78H14F205H","Ospedale Niguarda (Milano)","Medicina Interna","DONAZIONI","2026-05-06","Milano","Donazione materiale didattico","Fattura IT-20260506-765",1804
"HCP","Dr. Gabriele Rizzo","RZZGBR51L21F205H","Ospedale Civile di Padova","Oncologia","DONAZIONI","2026-02-15","Genova","Supporto liberale borse di studio","Fattura IT-20260215-766",2228
"INSTITUTION","Ospedale Careggi (Firenze)","PI696890525","","","CONVENZIONI","2026-03-19","Palermo","Supporto alla ricerca clinica","Fattura IT-20260319-767",152
"HCP","Dr. Pietro Gallo","GLLPTR59P07F205H","Ospedale Civile di Padova","Neurologia","CONSULTANCY","2026-02-17","Genova","Consulenza tecnica di prodotto","Fattura IT-20260217-768",237
"HCP","Dr. Riccardo Pellegrini","PLLRCC89P08F205H","Policlinico Gemelli (Roma)","Neurologia","CONVENZIONI","2026-05-14","Roma","Contratto di advisory board","Fattura IT-20260514-769",1833
"HCP","Dr. Greta Costa","CSTGRT56M28F205H","Ospedale Niguarda (Milano)","Cardiologia","CONFERENCE_SUPPORT","2026-04-15","Milano","Copertura spese di ospitalità","Fattura IT-20260415-770",577
"HCP","Dr. Matteo Gallo","GLLMTT87R15F205H","Ospedale Cardarelli (Napoli)","Radiologia","PRESENTATION","2026-03-02","Bari","Briefing scientifico aziendale","Fattura IT-20260302-771",525
"HCP","Dr. Emma Mariani","MRNMMM71T18F205H","Ospedale San Raffaele (Milano)","Pediatria","DONAZIONI","2026-02-23","Firenze","Erogazione per attrezzature di reparto","Fattura IT-20260223-772",1193
"HCP","Dr. Giulia Pellegrini","PLLGLG84A11F205H","Ospedale Sant'Orsola (Bologna)","Neurologia","CONSULTANCY","2026-04-01","Napoli","Relazione scientifica convegno","Fattura IT-20260401-773",202
"HCP","Dr. Mattia Ricci","RCCMTT64P23F205H","Policlinico di Bari","Ginecologia","CONFERENCE_SUPPORT","2026-02-08","Torino","Copertura spese di ospitalità","Fattura IT-20260208-774",306
"INSTITUTION","Ospedale Civile di Padova","PI792496378","","","DONAZIONI","2026-04-23","Bari","Erogazione per attrezzature di reparto","Fattura IT-20260423-775",1360
"HCP","Dr. Aurora Esposito","SPSRRR66M26F205H","Ospedale Careggi (Firenze)","Radiologia","CONSULTANCY","2026-05-09","Bologna","Partecipazione tavola rotonda","Fattura IT-20260509-776",649
"HCP","Dr. Filippo Bruno","BRNFLP88P05F205H","Ospedale San Raffaele (Milano)","Oncologia","CONFERENCE_SUPPORT","2026-01-27","Firenze","Copertura spese di ospitalità","Fattura IT-20260127-777",101
"HCP","Dr. Chiara Bianchi","BNCCHR68D24F205H","Ospedale Molinette (Torino)","Anestesiologia","PRESENTATION","2026-04-15","Padova","Briefing scientifico aziendale","Fattura IT-20260415-778",90
"HCP","Dr. Silvia Russo","RSSSLV84D23F205H","Policlinico Gemelli (Roma)","Ginecologia","CONFERENCE_SUPPORT","2026-05-08","Roma","Rimborso spese viaggio e alloggio","Fattura IT-20260508-779",123
"HCP","Dr. Gabriele Fontana","FNTGBR74S13F205H","Ospedale Civile di Padova","Medicina Interna","CONSULTANCY","2026-03-05","Genova","Relazione scientifica convegno","Fattura IT-20260305-780",302
"HCP","Dr. Antonio Moretti","MRTNTN73D05F205H","Policlinico di Bari","Oncologia","PRESENTATION","2026-02-07","Torino","Briefing scientifico aziendale","Fattura IT-20260207-781",77
"HCP","Dr. Gabriele Gatti","GTTGBR77E26F205H","Policlinico Gemelli (Roma)","Chirurgia Generale","PRESENTATION","2026-05-02","Roma","Briefing scientifico aziendale","Fattura IT-20260502-782",405
"HCP","Dr. Emma Bruno","BRNMMM64P13F205H","Policlinico Gemelli (Roma)","Radiologia","DONAZIONI","2026-01-08","Roma","Donazione materiale didattico","Fattura IT-20260108-783",877
"HCP","Dr. Marco Mariani","MRNMRC54M11F205H","Ospedale Niguarda (Milano)","Chirurgia Generale","CONFERENCE_SUPPORT","2026-03-28","Milano","Rimborso spese viaggio e alloggio","Fattura IT-20260328-784",89
"HCP","Dr. Silvia Esposito","SPSSLV50L04F205H","Policlinico Gemelli (Roma)","Medicina Interna","CONSULTANCY","2026-01-22","Roma","Consulenza tecnica di prodotto","Fattura IT-20260122-785",383
"HCP","Dr. Giorgia Gatti","GTTGRG50C13F205H","Ospedale Careggi (Firenze)","Pediatria","PRESENTATION","2026-01-11","Bologna","Briefing scientifico aziendale","Fattura IT-20260111-786",329
"HCP","Dr. Lorenzo Giordano","GRDLRN56P15F205H","Ospedale San Raffaele (Milano)","Pediatria","CONSULTANCY","2026-04-25","Firenze","Consulenza tecnica di prodotto","Fattura IT-20260425-787",507
"HCP","Dr. Emma Rossi","RSSMMM69R01F205H","Ospedale Civile di Padova","Ginecologia","CONFERENCE_SUPPORT","2026-05-05","Genova","Copertura spese di ospitalità","Fattura IT-20260505-788",295
"HCP","Dr. Aurora Moretti","MRTRRR63S16F205H","Ospedale Sant'Orsola (Bologna)","Neurologia","DONAZIONI","2026-02-04","Napoli","Donazione apparecchio ecografico","Fattura IT-20260204-789",6819
"HCP","Dr. Filippo Gallo","GLLFLP53T02F205H","Policlinico di Bari","Cardiologia","CONSULTANCY","2026-01-16","Torino","Partecipazione tavola rotonda","Fattura IT-20260116-790",503
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI968978150","","","DONAZIONI","2026-01-14","Milano","Donazione apparecchio ecografico","Fattura IT-20260114-791",2255
"HCP","Dr. Giorgia Russo","RSSGRG74B08F205H","Ospedale Sant'Orsola (Bologna)","Cardiologia","CONVENZIONI","2026-05-11","Napoli","Contratto di advisory board","Fattura IT-20260511-792",156
"HCP","Dr. Lorenzo Marino","MRNLRN87H24F205H","Ospedale San Martino (Genova)","Neurologia","CONVENZIONI","2026-01-02","Palermo","Supporto alla ricerca clinica","Fattura IT-20260102-793",1727
"HCP","Dr. Gabriele Giordano","GRDGBR56T13F205H","Ospedale Careggi (Firenze)","Oncologia","CONSULTANCY","2026-01-13","Bologna","Consulenza tecnica di prodotto","Fattura IT-20260113-794",235
"HCP","Dr. Chiara Ferrari","FRRCHR60E20F205H","Ospedale Cardarelli (Napoli)","Pediatria","CONFERENCE_SUPPORT","2026-04-06","Bari","Rimborso spese viaggio e alloggio","Fattura IT-20260406-795",576
"HCP","Dr. Alessandro Marino","MRNLSS57A19F205H","Ospedale Cardarelli (Napoli)","Pediatria","PRESENTATION","2026-02-24","Bari","Briefing scientifico aziendale","Fattura IT-20260224-796",140
"HCP","Dr. Aurora Pellegrini","PLLRRR63P12F205H","Ospedale Sant'Orsola (Bologna)","Pediatria","PRESENTATION","2026-03-25","Napoli","Presentazione di prodotto farmaceutico","Fattura IT-20260325-797",693
"HCP","Dr. Chiara De Luca","DLCCHR81L23F205H","Ospedale Civile di Padova","Radiologia","CONSULTANCY","2026-01-03","Genova","Consulenza tecnica di prodotto","Fattura IT-20260103-798",777
"HCP","Dr. Gabriele Marino","MRNGBR50M14F205H","Ospedale Civile di Padova","Medicina Interna","CONFERENCE_SUPPORT","2026-04-09","Genova","Rimborso spese viaggio e alloggio","Fattura IT-20260409-799",548
"HCP","Dr. Marco Costa","CSTMRC53C22F205H","Ospedale Cardarelli (Napoli)","Neurologia","CONSULTANCY","2026-04-14","Bari","Consulenza tecnica di prodotto","Fattura IT-20260414-800",367
"INSTITUTION","Ospedale San Martino (Genova)","PI846755229","","","CONVENZIONI","2026-03-23","Genova","Incarico di docenza per seminario","Fattura IT-20260323-801",310
"HCP","Dr. Silvia Bianchi","BNCSLV80D04F205H","Ospedale Cardarelli (Napoli)","Neurologia","CONSULTANCY","2026-01-04","Bari","Consulenza tecnica di prodotto","Fattura IT-20260104-802",284
"HCP","Dr. Antonio Fontana","FNTNTN59A07F205H","Ospedale San Raffaele (Milano)","Neurologia","CONFERENCE_SUPPORT","2026-02-02","Firenze","Quota di iscrizione congresso","Fattura IT-20260202-803",560
"HCP","Dr. Leonardo Fontana","FNTLNR74B26F205H","Policlinico Gemelli (Roma)","Pediatria","CONSULTANCY","2026-02-28","Roma","Consulenza tecnica di prodotto","Fattura IT-20260228-804",302
"HCP","Dr. Beatrice Gallo","GLLBTR69T03F205H","Ospedale Careggi (Firenze)","Pediatria","CONVENZIONI","2026-04-25","Bologna","Contratto di advisory board","Fattura IT-20260425-805",699
"HCP","Dr. Greta Fontana","FNTGRT71B01F205H","Ospedale Cardarelli (Napoli)","Radiologia","CONVENZIONI","2026-02-04","Bari","Supporto alla ricerca clinica","Fattura IT-20260204-806",405
"HCP","Dr. Giorgia Colombo","CLMGRG57M09F205H","Ospedale Cardarelli (Napoli)","Chirurgia Generale","DONAZIONI","2026-03-09","Bari","Supporto liberale borse di studio","Fattura IT-20260309-807",1296
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI923041467","","","CONFERENCE_SUPPORT","2026-02-10","Roma","Quota di iscrizione congresso","Fattura IT-20260210-808",455
"HCP","Dr. Francesca Greco","GRCFRN88S05F205H","Policlinico di Bari","Cardiologia","CONVENZIONI","2026-04-18","Torino","Contratto di advisory board","Fattura IT-20260418-809",610
"HCP","Dr. Matteo Caruso","CRSMTT60C03F205H","Ospedale Molinette (Torino)","Dermatologia","CONSULTANCY","2026-01-14","Padova","Relazione scientifica convegno","Fattura IT-20260114-810",319
"INSTITUTION","Policlinico Gemelli (Roma)","PI752777110","","","CONSULTANCY","2026-03-02","Firenze","Consulenza tecnica di prodotto","Fattura IT-20260302-811",563
"HCP","Dr. Alice Russo","RSSLCL55S08F205H","Policlinico di Bari","Anestesiologia","PRESENTATION","2026-04-04","Torino","Presentazione di prodotto farmaceutico","Fattura IT-20260404-812",560
"HCP","Dr. Ludovica Ferrari","FRRLDV80E23F205H","Policlinico Gemelli (Roma)","Medicina Interna","PRESENTATION","2026-01-22","Roma","Presentazione di prodotto farmaceutico","Fattura IT-20260122-813",192
"HCP","Dr. Emma Rossi","RSSMMM71A06F205H","Ospedale Cardarelli (Napoli)","Dermatologia","PRESENTATION","2026-03-28","Bari","Briefing scientifico aziendale","Fattura IT-20260328-814",584
"HCP","Dr. Lorenzo Ferrari","FRRLRN84E11F205H","Policlinico di Bari","Neurologia","CONFERENCE_SUPPORT","2026-01-04","Torino","Quota di iscrizione congresso","Fattura IT-20260104-815",634
"HCP","Dr. Riccardo Ferraro","FRRRCC72C22F205H","Ospedale Careggi (Firenze)","Dermatologia","CONVENZIONI","2026-04-09","Bologna","Contratto di advisory board","Fattura IT-20260409-816",787
"HCP","Dr. Giorgia Gatti","GTTGRG70S19F205H","Policlinico Gemelli (Roma)","Radiologia","CONVENZIONI","2026-01-07","Roma","Supporto alla ricerca clinica","Fattura IT-20260107-817",1632
"HCP","Dr. Francesco Ferraro","FRRFRN66L07F205H","Policlinico Gemelli (Roma)","Pediatria","DONAZIONI","2026-04-22","Roma","Supporto liberale borse di studio","Fattura IT-20260422-818",8225
"HCP","Dr. Silvia Colombo","CLMSLV58R19F205H","Ospedale Civile di Padova","Medicina Interna","CONSULTANCY","2026-05-03","Genova","Consulenza tecnica di prodotto","Fattura IT-20260503-819",649
"HCP","Dr. Francesco Bruno","BRNFRN73A19F205H","Ospedale Molinette (Torino)","Medicina Interna","DONAZIONI","2026-03-10","Padova","Supporto liberale borse di studio","Fattura IT-20260310-820",2414
"HCP","Dr. Chiara Mariani","MRNCHR55L12F205H","Ospedale Civile di Padova","Neurologia","PRESENTATION","2026-02-26","Genova","Presentazione di prodotto farmaceutico","Fattura IT-20260226-821",61
"HCP","Dr. Antonio Conti","CNTNTN66C12F205H","Ospedale San Martino (Genova)","Radiologia","DONAZIONI","2026-01-30","Palermo","Erogazione per attrezzature di reparto","Fattura IT-20260130-822",2466
"HCP","Dr. Sofia Ricci","RCCSFS80A28F205H","Ospedale Sant'Orsola (Bologna)","Chirurgia Generale","CONSULTANCY","2026-02-08","Napoli","Partecipazione tavola rotonda","Fattura IT-20260208-823",316
"HCP","Dr. Filippo Costa","CSTFLP56C13F205H","Ospedale Molinette (Torino)","Pediatria","CONSULTANCY","2026-04-11","Padova","Partecipazione tavola rotonda","Fattura IT-20260411-824",110
"HCP","Dr. Gabriele Marino","MRNGBR78R16F205H","Policlinico Gemelli (Roma)","Chirurgia Generale","CONSULTANCY","2026-02-17","Roma","Consulenza tecnica di prodotto","Fattura IT-20260217-825",644
"HCP","Dr. Alessandro Rizzo","RZZLSS60L23F205H","Policlinico Gemelli (Roma)","Dermatologia","DONAZIONI","2026-01-19","Roma","Erogazione per attrezzature di reparto","Fattura IT-20260119-826",1181
"HCP","Dr. Sofia Vinci","VNCSFS57B22F205H","Policlinico Gemelli (Roma)","Pediatria","DONAZIONI","2026-02-08","Roma","Supporto liberale borse di studio","Fattura IT-20260208-827",7556
"HCP","Dr. Lorenzo Caruso","CRSLRN59R12F205H","Ospedale Careggi (Firenze)","Dermatologia","CONSULTANCY","2026-02-15","Bologna","Partecipazione tavola rotonda","Fattura IT-20260215-828",198
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI174726517","","","PRESENTATION","2026-02-09","Bologna","Briefing scientifico aziendale","Fattura IT-20260209-829",53
"HCP","Dr. Antonio Lombardi","LMBNTN88D02F205H","Policlinico di Bari","Oncologia","CONVENZIONI","2026-05-04","Torino","Accordo di consulenza scientifica","Fattura IT-20260504-830",213
"HCP","Dr. Giovanni Bruno","BRNGVN63R07F205H","Ospedale Niguarda (Milano)","Medicina Interna","DONAZIONI","2026-05-06","Milano","Erogazione per attrezzature di reparto","Fattura IT-20260506-831",2271
"HCP","Dr. Sofia Moretti","MRTSFS86B10F205H","Ospedale Civile di Padova","Anestesiologia","CONVENZIONI","2026-03-13","Genova","Contratto di advisory board","Fattura IT-20260313-832",597
"HCP","Dr. Greta Rizzo","RZZGRT53S13F205H","Ospedale San Martino (Genova)","Anestesiologia","PRESENTATION","2026-04-11","Palermo","Briefing scientifico aziendale","Fattura IT-20260411-833",144
"HCP","Dr. Francesca Russo","RSSFRN66L16F205H","Policlinico di Bari","Neurologia","DONAZIONI","2026-03-15","Torino","Donazione apparecchio ecografico","Fattura IT-20260315-834",1773
"HCP","Dr. Davide Bianchi","BNCDVD74M24F205H","Ospedale Molinette (Torino)","Anestesiologia","DONAZIONI","2026-01-10","Padova","Erogazione per attrezzature di reparto","Fattura IT-20260110-835",7714
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI694994446","","","CONFERENCE_SUPPORT","2026-04-17","Roma","Rimborso spese viaggio e alloggio","Fattura IT-20260417-836",254
"INSTITUTION","Ospedale Molinette (Torino)","PI322446483","","","DONAZIONI","2026-03-22","Firenze","Erogazione per attrezzature di reparto","Fattura IT-20260322-837",672
"HCP","Dr. Gabriele Barbier","BRBGBR51P22F205H","Ospedale Molinette (Torino)","Neurologia","PRESENTATION","2026-04-17","Padova","Presentazione di prodotto farmaceutico","Fattura IT-20260417-838",627
"HCP","Dr. Giulia Ferraro","FRRGLG77M21F205H","Ospedale Molinette (Torino)","Neurologia","CONVENZIONI","2026-02-20","Padova","Supporto alla ricerca clinica","Fattura IT-20260220-839",518
"INSTITUTION","Ospedale Sant'Orsola (Bologna)","PI975986996","","","PRESENTATION","2026-03-03","Palermo","Presentazione di prodotto farmaceutico","Fattura IT-20260303-840",532
"HCP","Dr. Alice Marino","MRNLCL74A27F205H","Ospedale Civile di Padova","Oncologia","CONVENZIONI","2026-02-02","Genova","Accordo di consulenza scientifica","Fattura IT-20260202-841",533
"HCP","Dr. Mattia Vinci","VNCMTT78B19F205H","Ospedale Cardarelli (Napoli)","Pediatria","DONAZIONI","2026-03-16","Bari","Erogazione per attrezzature di reparto","Fattura IT-20260316-842",607
"HCP","Dr. Andrea Marino","MRNNDR57B03F205H","Ospedale Sant'Orsola (Bologna)","Chirurgia Generale","CONSULTANCY","2026-03-30","Napoli","Consulenza tecnica di prodotto","Fattura IT-20260330-843",761
"HCP","Dr. Riccardo Bruno","BRNRCC76C22F205H","Ospedale San Raffaele (Milano)","Pediatria","DONAZIONI","2026-01-23","Firenze","Donazione apparecchio ecografico","Fattura IT-20260123-844",644
"HCP","Dr. Francesca Pellegrini","PLLFRN51H24F205H","Policlinico Gemelli (Roma)","Medicina Interna","DONAZIONI","2026-04-29","Roma","Donazione apparecchio ecografico","Fattura IT-20260429-845",2331
"HCP","Dr. Riccardo Barbier","BRBRCC77R17F205H","Ospedale Molinette (Torino)","Cardiologia","CONSULTANCY","2026-03-15","Padova","Partecipazione tavola rotonda","Fattura IT-20260315-846",699
"HCP","Dr. Pietro Fontana","FNTPTR68P27F205H","Ospedale Cardarelli (Napoli)","Dermatologia","CONSULTANCY","2026-01-11","Bari","Consulenza tecnica di prodotto","Fattura IT-20260111-847",570
"HCP","Dr. Chiara Rinaldi","RNLCHR84P23F205H","Ospedale Sant'Orsola (Bologna)","Oncologia","PRESENTATION","2026-02-08","Napoli","Presentazione di prodotto farmaceutico","Fattura IT-20260208-848",743
"HCP","Dr. Francesca Rizzo","RZZFRN68M18F205H","Ospedale San Raffaele (Milano)","Cardiologia","CONSULTANCY","2026-04-12","Firenze","Consulenza tecnica di prodotto","Fattura IT-20260412-849",839
"HCP","Dr. Alice Barbier","BRBLCL75M28F205H","Ospedale Civile di Padova","Pediatria","CONFERENCE_SUPPORT","2026-04-08","Genova","Quota di iscrizione congresso","Fattura IT-20260408-850",776
"HCP","Dr. Pietro Bianchi","BNCPTR68C18F205H","Ospedale Sant'Orsola (Bologna)","Ginecologia","CONSULTANCY","2026-03-07","Napoli","Partecipazione tavola rotonda","Fattura IT-20260307-851",331
"HCP","Dr. Mattia Gatti","GTTMTT67M20F205H","Policlinico di Bari","Dermatologia","DONAZIONI","2026-01-02","Torino","Donazione apparecchio ecografico","Fattura IT-20260102-852",7299
"HCP","Dr. Silvia Ferrari","FRRSLV74H25F205H","Policlinico Gemelli (Roma)","Ginecologia","CONFERENCE_SUPPORT","2026-04-04","Roma","Rimborso spese viaggio e alloggio","Fattura IT-20260404-853",470
"INSTITUTION","Ospedale Careggi (Firenze)","PI393271250","","","CONVENZIONI","2026-01-28","Bari","Accordo di consulenza scientifica","Fattura IT-20260128-854",261
"HCP","Dr. Beatrice Romano","RMNBTR63B07F205H","Ospedale Niguarda (Milano)","Dermatologia","CONSULTANCY","2026-03-30","Milano","Partecipazione tavola rotonda","Fattura IT-20260330-855",413
"HCP","Dr. Antonio Esposito","SPSNTN59L10F205H","Ospedale Civile di Padova","Ginecologia","DONAZIONI","2026-01-14","Genova","Erogazione per attrezzature di reparto","Fattura IT-20260114-856",1165
"HCP","Dr. Matteo Esposito","SPSMTT52D08F205H","Ospedale Cardarelli (Napoli)","Pediatria","PRESENTATION","2026-05-17","Bari","Briefing scientifico aziendale","Fattura IT-20260517-857",417
"HCP","Dr. Silvia Russo","RSSSLV73M22F205H","Ospedale Cardarelli (Napoli)","Pediatria","PRESENTATION","2026-04-24","Bari","Briefing scientifico aziendale","Fattura IT-20260424-858",333
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI137579388","","","PRESENTATION","2026-04-08","Roma","Briefing scientifico aziendale","Fattura IT-20260408-859",288
"HCP","Dr. Emma Giordano","GRDMMM81C13F205H","Ospedale Sant'Orsola (Bologna)","Medicina Interna","PRESENTATION","2026-02-25","Napoli","Presentazione di prodotto farmaceutico","Fattura IT-20260225-860",110
"HCP","Dr. Chiara Greco","GRCCHR55T06F205H","Policlinico Gemelli (Roma)","Dermatologia","PRESENTATION","2026-01-22","Roma","Briefing scientifico aziendale","Fattura IT-20260122-861",546
"HCP","Dr. Pietro Pellegrini","PLLPTR67C27F205H","Policlinico Gemelli (Roma)","Radiologia","CONFERENCE_SUPPORT","2026-05-12","Roma","Rimborso spese viaggio e alloggio","Fattura IT-20260512-862",128
"HCP","Dr. Emma Ferraro","FRRMMM79D06F205H","Ospedale Cardarelli (Napoli)","Chirurgia Generale","CONFERENCE_SUPPORT","2026-03-10","Bari","Copertura spese di ospitalità","Fattura IT-20260310-863",360
"HCP","Dr. Leonardo Gallo","GLLLNR51P15F205H","Ospedale Sant'Orsola (Bologna)","Anestesiologia","PRESENTATION","2026-03-03","Napoli","Presentazione di prodotto farmaceutico","Fattura IT-20260303-864",660
"HCP","Dr. Giulia Greco","GRCGLG54S20F205H","Ospedale Sant'Orsola (Bologna)","Chirurgia Generale","CONFERENCE_SUPPORT","2026-03-13","Napoli","Quota di iscrizione congresso","Fattura IT-20260313-865",812
"HCP","Dr. Gabriele Bianchi","BNCGBR56P20F205H","Ospedale Cardarelli (Napoli)","Ginecologia","CONVENZIONI","2026-03-27","Bari","Incarico di docenza per seminario","Fattura IT-20260327-866",673
"HCP","Dr. Alice Moretti","MRTLCL64A19F205H","Policlinico Gemelli (Roma)","Oncologia","DONAZIONI","2026-01-26","Roma","Donazione materiale didattico","Fattura IT-20260126-867",2250
"HCP","Dr. Antonio Caruso","CRSNTN74E21F205H","Ospedale Civile di Padova","Ginecologia","DONAZIONI","2026-02-04","Genova","Donazione materiale didattico","Fattura IT-20260204-868",1262
"HCP","Dr. Giulia Russo","RSSGLG62P28F205H","Ospedale Cardarelli (Napoli)","Radiologia","PRESENTATION","2026-01-31","Bari","Briefing scientifico aziendale","Fattura IT-20260131-869",495
"HCP","Dr. Aurora Santoro","SNTRRR87A25F205H","Policlinico Gemelli (Roma)","Chirurgia Generale","DONAZIONI","2026-04-07","Roma","Donazione materiale didattico","Fattura IT-20260407-870",7486
"HCP","Dr. Paola Gallo","GLLPLP70C28F205H","Ospedale Cardarelli (Napoli)","Medicina Interna","DONAZIONI","2026-02-19","Bari","Erogazione per attrezzature di reparto","Fattura IT-20260219-871",1293
"INSTITUTION","Policlinico Gemelli (Roma)","PI254733854","","","CONVENZIONI","2026-03-31","Bari","Incarico di docenza per seminario","Fattura IT-20260331-872",1754
"HCP","Dr. Gabriele Rizzo","RZZGBR73A12F205H","Policlinico di Bari","Cardiologia","CONSULTANCY","2026-01-12","Torino","Consulenza tecnica di prodotto","Fattura IT-20260112-873",373
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI228641389","","","CONFERENCE_SUPPORT","2026-04-23","Padova","Copertura spese di ospitalità","Fattura IT-20260423-874",762
"HCP","Dr. Riccardo Gatti","GTTRCC89P10F205H","Ospedale San Martino (Genova)","Neurologia","PRESENTATION","2026-03-12","Palermo","Briefing scientifico aziendale","Fattura IT-20260312-875",708
"HCP","Dr. Antonio Giordano","GRDNTN87L08F205H","Policlinico Gemelli (Roma)","Pediatria","PRESENTATION","2026-02-13","Roma","Presentazione di prodotto farmaceutico","Fattura IT-20260213-876",278
"HCP","Dr. Paola Fontana","FNTPLP63R25F205H","Ospedale San Raffaele (Milano)","Anestesiologia","PRESENTATION","2026-04-04","Firenze","Presentazione di prodotto farmaceutico","Fattura IT-20260404-877",841
"HCP","Dr. Emma Colombo","CLMMMM79B21F205H","Ospedale Cardarelli (Napoli)","Ginecologia","PRESENTATION","2026-02-23","Bari","Briefing scientifico aziendale","Fattura IT-20260223-878",138
"HCP","Dr. Silvia Colombo","CLMSLV83S21F205H","Policlinico Gemelli (Roma)","Oncologia","PRESENTATION","2026-04-15","Roma","Briefing scientifico aziendale","Fattura IT-20260415-879",761
"HCP","Dr. Filippo Ferraro","FRRFLP67H28F205H","Ospedale Niguarda (Milano)","Ginecologia","CONVENZIONI","2025-12-29","Milano","Supporto alla ricerca clinica","Fattura IT-20251229-880",320
"HCP","Dr. Paola Moretti","MRTPLP56S17F205H","Ospedale Civile di Padova","Radiologia","CONVENZIONI","2026-02-20","Genova","Contratto di advisory board","Fattura IT-20260220-881",462
"HCP","Dr. Silvia Ricci","RCCSLV82H10F205H","Ospedale Molinette (Torino)","Oncologia","CONSULTANCY","2026-04-07","Padova","Partecipazione tavola rotonda","Fattura IT-20260407-882",486
"INSTITUTION","Ospedale Cardarelli (Napoli)","PI113251354","","","PRESENTATION","2026-04-06","Bari","Briefing scientifico aziendale","Fattura IT-20260406-883",748
"HCP","Dr. Davide Vinci","VNCDVD71A16F205H","Policlinico Gemelli (Roma)","Cardiologia","CONSULTANCY","2026-01-28","Roma","Partecipazione tavola rotonda","Fattura IT-20260128-884",532
"HCP","Dr. Leonardo Vinci","VNCLNR51D07F205H","Ospedale Molinette (Torino)","Oncologia","PRESENTATION","2026-02-04","Padova","Presentazione di prodotto farmaceutico","Fattura IT-20260204-885",676
"HCP","Dr. Alice Bianchi","BNCLCL83R05F205H","Ospedale Civile di Padova","Neurologia","PRESENTATION","2026-04-01","Genova","Briefing scientifico aziendale","Fattura IT-20260401-886",783
"HCP","Dr. Giorgia Conti","CNTGRG78S10F205H","Ospedale San Raffaele (Milano)","Anestesiologia","CONFERENCE_SUPPORT","2026-05-17","Firenze","Quota di iscrizione congresso","Fattura IT-20260517-887",558
"HCP","Dr. Ludovica Fontana","FNTLDV89D05F205H","Ospedale San Raffaele (Milano)","Cardiologia","PRESENTATION","2026-03-19","Firenze","Presentazione di prodotto farmaceutico","Fattura IT-20260319-888",782
"HCP","Dr. Leonardo Esposito","SPSLNR85C06F205H","Ospedale Sant'Orsola (Bologna)","Oncologia","CONVENZIONI","2026-02-25","Napoli","Supporto alla ricerca clinica","Fattura IT-20260225-889",763
"HCP","Dr. Sofia Gatti","GTTSFS78H09F205H","Policlinico Gemelli (Roma)","Dermatologia","CONVENZIONI","2026-05-10","Roma","Supporto alla ricerca clinica","Fattura IT-20260510-890",1781
"HCP","Dr. Antonio Gatti","GTTNTN73A20F205H","Policlinico Gemelli (Roma)","Radiologia","CONSULTANCY","2026-02-06","Roma","Relazione scientifica convegno","Fattura IT-20260206-891",693
"HCP","Dr. Giovanni Rizzo","RZZGVN60H05F205H","Policlinico di Bari","Oncologia","CONSULTANCY","2026-05-05","Torino","Relazione scientifica convegno","Fattura IT-20260505-892",614
"HCP","Dr. Aurora Esposito","SPSRRR68D03F205H","Ospedale Cardarelli (Napoli)","Dermatologia","CONVENZIONI","2026-01-27","Bari","Incarico di docenza per seminario","Fattura IT-20260127-893",1207
"HCP","Dr. Pietro Costa","CSTPTR56L21F205H","Policlinico Gemelli (Roma)","Chirurgia Generale","DONAZIONI","2026-01-28","Roma","Donazione apparecchio ecografico","Fattura IT-20260128-894",2092
"HCP","Dr. Filippo Ferraro","FRRFLP59S25F205H","Ospedale San Raffaele (Milano)","Pediatria","CONFERENCE_SUPPORT","2026-02-19","Firenze","Quota di iscrizione congresso","Fattura IT-20260219-895",392
"HCP","Dr. Antonio Mariani","MRNNTN55B05F205H","Ospedale Cardarelli (Napoli)","Medicina Interna","CONFERENCE_SUPPORT","2026-03-23","Bari","Copertura spese di ospitalità","Fattura IT-20260323-896",309
